GeneID	log2(FC)
FBgn0039637	-0.508095537313695
FBgn0261602	-0.606259191999233
FBgn0013576	-0.472897036364207
FBgn0036732	-0.550286421300222
FBgn0034391	1.11602046778187
FBgn0003447	1.21754223470112
FBgn0264693	-0.532398421655482
FBgn0052681	-0.888171309851461
FBgn0038381	-0.926611020964856
FBgn0266452	-0.631145071657272
FBgn0039593	1.18707602921844
FBgn0261278	0.494019135645231
FBti0062912	0.910057821719051
FBgn0031548	-1.16786901634751
FBgn0260486	-0.590460045814217
FBgn0031285	-0.467156553514741
FBgn0031055	-0.57222334380005
FBgn0260933	0.556344342546773
FBgn0030326	-0.972957945543099
FBgn0013765	0.459522415692465
FBgn0267824	-0.508547355042296
FBgn0014869	0.524496641502165
FBgn0266418	-0.59779894539688
FBgn0266801	0.952268186159574
FBgn0025628	-0.500824346133602
FBgn0010395	0.826759662752232
FBgn0000579	0.418144586260874
FBgn0003525	-0.607791123891134
FBgn0263916	0.498787957667991
FBgn0265194	-0.482827735889132
FBgn0025836	-1.03220513861026
FBgn0034067	0.832041963585392
FBgn0027561	-0.479504628534195
FBgn0010316	-0.65299523809877
FBgn0039485	1.05307234453485
FBgn0000416	-0.385392998139705
FBgn0032635	0.545585179698515
FBgn0033113	0.820323641044802
FBgn0025681	-0.506881601624942
FBgn0003317	0.491907746286638
FBgn0015777	0.494578020973181
FBgn0286782	-0.735198607006184
FBgn0265512	-1.15486138565687
FBgn0010382	-0.544876999594526
FBgn0259246	0.750003715523037
FBgn0002778	-0.583636161984084
FBgn0261563	0.608017120998243
FBgn0000146	0.467108840185986
FBgn0033777	0.502358228884886
FBgn0027836	0.510511629242225
FBgn0039381	0.544923411040021
FBgn0250906	0.485305541205479
FBgn0032451	0.693778563591398
FBgn0264305	0.511522988821667
FBgn0030662	0.495606755097888
FBgn0011259	0.723639174812252
FBgn0033649	-0.601185005302987
FBgn0010894	0.765066903693508
FBgn0020493	-0.67278929805568
FBgn0014906	-0.435286270103668
FBgn0085446	0.51911703318522
FBgn0016075	0.460880031632164
FBgn0035879	-0.449028935619329
FBgn0000043	0.550987709665677
FBgn0039101	-0.793574336624816
FBgn0011016	0.469500252017567
FBgn0024150	-0.581635352435858
FBgn0032105	0.502951243268722
FBgn0024250	-0.683536528480949
FBgn0036576	-0.820522408330891
FBgn0031888	0.419064282342652
FBgn0000405	0.507737655318552
FBgn0040290	-0.505618592481505
FBgn0035001	-0.418535707907915
FBgn0028543	-0.537338479996459
FBgn0038720	0.655899981434082
FBgn0037607	0.463382517802755
FBgn0031489	0.458188719971898
FBgn0010097	0.872747117490638
FBgn0037223	-1.08488785980119
FBgn0028563	-0.559312965671448
FBgn0010223	-0.972704206162865
FBgn0031738	0.563753174478101
FBgn0032005	-0.394892603116496
FBgn0000447	0.521789960400711
FBgn0010222	-0.548663283039202
FBgn0027597	0.563692647229448
FBgn0033368	0.967630242713045
FBgn0283680	0.417576230481775
FBgn0041180	-0.429591296059049
FBgn0022338	-0.457346369990005
FBgn0261258	0.590236492813516
FBgn0027865	0.627623222809283
FBgn0046763	-0.422463469924105
FBgn0087007	0.853290598099494
FBgn0026084	0.479784520895781
FBgn0000565	0.608748770375411
FBgn0037240	0.500190686670797
FBgn0260960	-0.384512480542789
FBgn0033926	0.469922837981399
FBgn0031461	0.55286195861276
FBgn0034694	-0.580845631779394
FBgn0051352	0.595350946631398
FBgn0039494	-0.434949931202795
FBgn0035020	-0.655134133758101
FBgn0033079	-0.604797868713921
FBgn0063493	0.711152548119757
FBgn0027525	-0.39223265357752
FBgn0037850	0.568411463336733
FBgn0261547	-0.539023489519691
FBgn0036862	0.850472120361892
FBgn0031637	-0.413939308585187
FBgn0020386	-0.404103664371239
FBgn0035084	-0.733525514690491
FBgn0033446	-0.864239709135575
FBgn0004197	-0.447425337412814
FBgn0261545	-0.51325246265078
FBgn0050085	-0.42360160552457
FBgn0033362	-0.765045767573762
FBgn0037844	0.612151979027224
FBgn0013770	-0.341048229741169
FBgn0037678	1.01398504397337
FBgn0259110	-0.487294520890989
FBgn0034476	-0.795421427514279
FBgn0038256	-0.582683853361835
FBgn0262103	-0.487278105189594
FBgn0032156	-0.397744422723934
FBgn0259734	0.657142623626738
FBgn0030362	-0.425312633395699
FBgn0267727	0.390909092033555
FBgn0265042	-0.754542282581709
FBgn0022382	-0.46913192717839
FBgn0028490	-0.42328653754593
FBgn0039026	-0.413293777758443
FBgn0015795	-0.427454634605771
FBgn0036752	0.47342613897304
FBgn0086358	-0.44862836660839
FBgn0027843	0.536419354203801
FBgn0063667	0.971451953815605
FBgn0038545	0.823969603299742
FBgn0030752	-0.391210674612524
FBgn0264343	0.966935395201765
FBgn0034398	-0.389193552986075
FBgn0015576	-0.713343331872413
FBgn0265048	-0.366497250867993
FBgn0266377	-0.400346779858459
FBgn0032899	-0.536740049852536
FBgn0038237	-0.990394190436594
FBgn0263336	-0.828782954482907
FBgn0010786	0.405782761574708
FBgn0023477	0.443533906556234
FBgn0036641	0.636097122555744
FBgn0029608	-0.532504996424255
FBgn0270926	-0.438535004381111
FBgn0002609	-0.9499481248186
FBgn0032820	0.535224919793524
FBgn0020414	-0.397340333942433
FBgn0041604	0.544616084643052
FBgn0250904	0.970450957782368
FBgn0032330	-0.585719039984389
FBgn0027590	-0.510279726740958
FBgn0011674	0.764395117427532
FBgn0086687	-0.338333716457784
FBgn0000256	-0.457097469433936
FBgn0026179	0.603161274792609
FBgn0001297	-0.413329884525037
FBgn0261444	0.547909134269943
FBgn0020376	-0.951812518541116
FBgn0000286	-0.514746682512989
FBgn0029092	-0.453688667689671
FBgn0029664	0.502196275789746
FBgn0052677	0.910765406620589
FBgn0030052	-0.381375665927285
FBgn0020618	-0.422436536497712
FBgn0004652	-0.556840359278834
FBgn0051361	0.536449334809711
FBgn0033363	-0.781180033194282
FBgn0011606	0.409090958856924
FBgn0011710	0.358368076758483
FBgn0003891	-0.408116910028726
FBgn0003507	-0.415844472215467
FBgn0042094	-0.735736167785637
FBgn0265419	-0.628489965022011
FBgn0262081	0.367870103373302
FBgn0038290	-0.432945690087684
FBgn0051637	-0.41721519838963
FBgn0029114	-0.41001988567186
FBgn0034501	-0.494619173145633
FBgn0023507	-0.455212108721006
FBgn0033268	0.794464117214609
FBgn0035523	0.938190068040129
FBgn0031012	-0.426778444997409
FBgn0010228	0.458743657656418
FBgn0052311	-0.535419032332874
FBgn0026189	0.388056371791855
FBgn0030993	-0.417320388918975
FBgn0028939	-0.950566919716677
FBgn0013548	-0.469145983179932
FBgn0035091	0.50336585339088
FBgn0028331	-0.39091940292932
FBgn0033448	-0.509616405785788
FBgn0035165	0.349532383029788
FBgn0015801	-0.414103876486976
FBgn0031049	0.638557574760081
FBgn0038815	0.620887108225583
FBgn0032400	-0.677510986466343
FBgn0010300	-0.388085896651032
FBgn0053556	0.779131605625835
FBgn0033128	-0.507068191679462
FBgn0000490	0.716053656690877
FBgn0264895	0.692892716064112
FBgn0035710	0.912913627482921
FBgn0033033	-0.375640107751672
FBgn0038049	0.442725957471556
FBgn0015522	-0.733368241450893
FBgn0029002	0.899996883213939
FBgn0035390	0.393659124420251
FBgn0038261	0.912879642798499
FBgn0031268	0.695865752717702
FBgn0030863	0.377190351024885
FBgn0033402	-0.402331576777882
FBgn0003041	0.390980193099247
FBgn0031538	0.574662199377876
FBgn0039869	0.395526920805203
FBgn0028397	-0.591619839534331
FBgn0052529	-0.371827695894111
FBgn0036560	0.912290909990127
FBgn0038912	-0.496198241705478
FBgn0031148	0.461435572747307
FBgn0025740	-0.539789253352093
FBgn0265274	0.865713308701162
FBgn0021795	0.379953595381477
FBgn0250785	0.402599002554276
FBgn0034804	-0.889063560115051
FBgn0038804	0.696041985187885
FBgn0039178	0.89004917300619
FBgn0027375	-0.450852636059854
FBgn0026372	-0.337072437437604
FBgn0263042	-0.86767360785049
FBgn0001977	0.420480517093288
FBgn0053138	0.412372963165415
FBgn0036770	-0.380005349051688
FBgn0032436	0.888675609069673
FBgn0259714	-0.750500489438855
FBgn0027578	-0.527661509944069
FBgn0015903	-0.466237441755778
FBgn0003557	-0.338975444009674
FBgn0011206	-0.598184602114363
FBgn0036449	0.371929127674781
FBgn0262870	-0.8886966065683
FBgn0038088	-0.549044468965215
FBgn0032482	-0.34520467903745
FBgn0031769	0.35265248719691
FBgn0037222	-0.576280633526469
FBgn0028434	0.755528905918032
FBgn0039651	0.762895931123647
FBgn0263118	0.473320969873397
FBgn0037046	0.890820310557507
FBgn0264702	0.799603261822494
FBgn0266421	0.49550856646909
FBgn0034793	0.500898548099767
FBgn0001206	0.424578588838223
FBgn0051116	0.591132412120817
FBgn0032601	-0.711793990782658
FBgn0011592	0.448038448155409
FBgn0020391	0.549250371155321
FBgn0032078	0.352761935792226
FBgn0036059	-0.446809304817564
FBgn0039804	-0.419140666669307
FBgn0035312	-0.568590087187331
FBgn0039644	0.398943693110693
FBgn0039876	0.545506660450346
FBgn0026150	0.384932432687709
FBgn0028325	-0.368402716365482
FBgn0035285	0.376212524604821
FBgn0050185	0.452454933181698
FBgn0051955	-0.475655927044629
FBgn0030672	-0.372760987112731
FBgn0038595	-0.641111531877199
FBgn0032881	0.57931584549895
FBgn0265140	0.33264392068043
FBgn0036688	0.517153124956132
FBgn0003890	-0.528884569470936
FBgn0267975	-0.41193205295041
FBgn0028540	-0.680367299522592
FBgn0262127	-0.436183090938668
FBgn0025682	-0.338076206444346
FBgn0035173	0.454030084708561
FBgn0032420	0.638991199711803
FBgn0024273	-0.374369505208432
FBgn0052687	-0.478540988751457
FBgn0034636	-0.845676723293389
FBgn0034894	-0.455137650088141
FBgn0259935	0.791314364479334
FBgn0036821	-0.869527506231181
FBgn0263257	-0.75302063867059
FBgn0035811	0.762943255633671
FBgn0029881	-0.444958174888534
FBgn0266417	-0.693450368508939
FBgn0027552	-0.466228655225429
FBgn0050359	0.817567522379323
FBgn0033356	-0.47227025383937
FBgn0031914	-0.466443718164057
FBgn0036196	-0.607295376172521
FBgn0034013	0.35883103454563
FBgn0037074	-0.305473436416677
FBgn0085354	0.620897432139935
FBgn0033502	-0.698283930316798
FBgn0260429	-0.836553536807628
FBgn0035708	-0.403595447533785
FBgn0031688	0.844628575907586
FBgn0039756	0.363990590368097
FBgn0261109	0.512633648684458
FBgn0034970	-0.357998001867734
FBgn0031992	0.591922683314381
FBgn0004387	-0.344980305348963
FBgn0029147	0.496077432495957
FBgn0014029	0.368013074401282
FBgn0013347	0.432366191685742
FBgn0033224	-0.354794589428607
FBgn0010314	0.544250240014577
FBgn0031126	-0.453620883977521
FBgn0039209	-0.493820086647273
FBgn0030305	0.456610745327676
FBgn0025383	-0.728864830659598
FBgn0015288	-0.31266620040631
FBgn0035132	-0.346717670110257
FBgn0031952	-0.4398260198615
FBgn0028394	-0.610946908409976
FBgn0054056	-0.720811093099178
FBgn0031816	0.58852307040726
FBgn0287423	-0.726443633253002
FBgn0038043	0.481909902450649
FBgn0265530	-0.812528323611997
FBgn0086757	-0.392306774615624
FBgn0025683	-0.296125381702984
FBgn0037028	0.51542433463806
FBgn0037718	-0.329695555471008
FBgn0030966	0.511255366450506
FBgn0033153	0.548012887949332
FBgn0261550	-0.336515210799033
FBgn0035766	-0.333452183206209
FBgn0031988	-0.35618220611304
FBgn0038465	-0.33452076010613
FBgn0035850	-0.356196184896892
FBgn0027945	0.539950801940648
FBgn0000139	-0.407340418751661
FBti0060355	0.700802437907602
FBgn0010768	-0.47991141850696
FBgn0003279	-0.330688751193752
FBgn0034221	-0.71815797542975
FBgn0043362	-0.332598331945118
FBgn0286198	-0.404488082992393
FBgn0002780	-0.320331291188062
FBgn0035903	-0.629753131448252
FBgn0035644	-0.474447053365273
FBgn0034403	0.746419185872999
FBgn0000928	0.421550889140747
FBgn0035932	0.817843169284928
FBgn0039590	0.376072654305382
FBgn0033483	-0.286356661981571
FBgn0051216	0.339773192433508
FBgn0261811	0.3616410956543
FBgn0004650	-0.600821613852911
FBgn0050344	-0.395129455867618
FBgn0036290	0.389758136693187
FBgn0032140	0.38121132894781
FBgn0034950	0.669381693985376
FBgn0051098	-0.575098707624189
FBgn0029506	0.390996421536639
FBgn0038745	-0.33012058695494
FBgn0010549	-0.445318892865922
FBti0019249	-0.58049090745182
FBgn0004872	0.394149172176564
FBgn0023129	-0.440454134335919
FBgn0029823	0.356912822237674
FBgn0261445	-0.289028475367049
FBgn0014033	-0.433051130105121
FBgn0053558	0.413505601324702
FBgn0002543	0.574242703670017
FBgn0033844	-0.280028194473619
FBgn0046687	-0.478753325707704
FBgn0036279	-0.419834926981398
FBgn0034249	0.446005892982052
FBgn0030974	-0.328154788417028
FBgn0265045	-0.359660484544316
FBgn0029975	0.364849501669668
FBgn0259683	0.677688772577367
FBgn0013997	0.368441381530347
FBgn0019957	-0.400306424087147
FBgn0263593	-0.337140130582509
FBgn0039108	0.569664654948377
FBgn0050035	0.422785901245691
FBgn0035496	-0.536475124146803
FBgn0035608	0.379179401603079
FBgn0038391	-0.489451884762722
FBgn0038874	-0.648768540277802
FBgn0266758	-0.32806475340744
FBgn0039538	0.630407445160204
FBgn0025865	0.285327539238162
FBgn0270927	-0.345207465641572
FBgn0086708	-0.52113371843512
FBgn0030343	0.412496637660437
FBgn0004584	0.380191813156266
FBgn0016693	-0.29185621185871
FBgn0020416	-0.328783528816371
FBgn0037901	0.374020514845629
FBgn0003117	-0.368685195809545
FBgn0031245	0.655296793260827
FBgn0037896	0.669897925706099
FBgn0034753	0.311507036725351
FBgn0026576	-0.369958757005205
FBgn0262582	-0.40511885554364
FBgn0030318	0.381370699365275
FBgn0033924	0.455039052110767
FBgn0014163	0.522957158932693
FBgn0286785	-0.366054358032053
FBgn0087035	-0.272365400786601
FBgn0003862	-0.426201140132444
FBgn0286781	0.291509928278264
FBgn0051005	-0.447805103697366
FBgn0034365	-0.427527266970928
FBgn0020762	-0.386320403638072
FBgn0041183	-0.54282251933663
FBgn0032785	-0.510322175235228
FBgn0010246	-0.363147657469265
FBgn0025574	0.436091882095739
FBgn0259741	0.768447616590914
FBgn0243512	-0.398604847121416
FBgn0001197	0.308867283359843
FBgn0036257	-0.330837652988103
FBgn0260936	-0.309905955102897
FBgn0052813	-0.548935999605902
FBgn0036764	0.377233942529715
FBgn0020764	-0.379853978454334
FBgn0016926	-0.385748124048988
FBgn0027621	-0.3754109704445
FBgn0003053	0.694224064075928
FBti0019740	-0.642785765914344
FBgn0034029	0.399029692819751
FBgn0037717	0.385446731148374
FBgn0038020	0.398642718982135
FBgn0027932	0.32210957088422
FBti0019307	0.688223289861523
FBgn0285947	-0.286924174856479
FBgn0027657	-0.429107710682521
FBgn0032698	-0.436187964651291
FBgn0033192	-0.411063684668736
FBgn0264987	0.569644535068841
FBgn0003366	-0.769746466077959
FBgn0267408	0.273088316596619
FBgn0031752	-0.315370383818119
FBgn0039788	0.761367904656854
FBgn0028970	-0.469472491844996
FBgn0085434	-0.393424430672952
FBgn0000064	0.269423469644255
FBgn0040308	0.374255332165159
FBgn0035083	-0.352270637205772
FBgn0264816	0.59870423121767
FBgn0284221	0.434144129104677
FBgn0003886	0.559240123866221
FBgn0014469	-0.327613701815604
FBgn0011754	0.397438543321222
FBgn0032421	0.562937544036009
FBgn0041588	0.323618911233871
FBgn0010194	0.304041351430246
FBgn0037445	-0.373239862922
FBgn0051477	0.721798210580202
FBgn0003888	0.373393617319077
FBgn0039580	-0.357363452313342
FBgn0005694	-0.346100307998173
FBgn0031070	0.415025707806248
FBgn0037884	-0.410662233210622
FBgn0036801	-0.735868828307882
FBgn0037213	0.425370292640463
FBgn0262035	-0.479139112180585
FBgn0265191	0.388945598349716
FBgn0053508	0.668400299081273
FBgn0036194	-0.340526229559742
FBgn0041191	-0.353070443268816
FBgn0037705	-0.486005820509627
FBti0019110	0.743070059198583
FBgn0037852	0.363400644583301
FBgn0038953	0.352764991355683
FBgn0031170	-0.349738489497955
FBgn0266020	0.745815328527686
FBgn0052133	-0.347234823684082
FBgn0053329	-0.494984033796028
FBgn0036272	0.344544732912719
FBgn0002567	0.679486638934228
FBgn0052280	0.447815605131227
FBgn0001257	0.496514870177877
FBgn0028671	-0.277414534066113
FBgn0039612	-0.30940646361083
FBgn0005636	-0.533325068434304
FBgn0035113	0.576435079246128
FBgn0053193	0.42832105344997
FBgn0086357	0.33770761385027
FBgn0035969	0.715383070253066
FBgn0038118	-0.372747371246781
FBgn0033205	0.330417510062441
FBgn0032699	0.313110175623666
FBgn0266268	0.325086481751071
FBgn0012034	-0.351766185607721
FBgn0033292	-0.642918242534578
FBgn0030576	-0.453491584657864
FBgn0085468	0.520881723956873
FBgn0023169	-0.320093343576567
FBgn0029970	0.529571476790715
FBgn0014417	-0.339121815503637
FBgn0036147	-0.299011169767416
FBgn0050046	-0.308854243443732
FBgn0040477	-0.519223937568632
FBgn0037760	-0.318769455252839
FBgn0261015	-0.646736793334568
FBgn0036053	-0.332547936943686
FBgn0085249	-0.548097959600471
FBgn0004512	0.37205675092562
FBgn0028646	-0.333203296662213
FBgn0030482	-0.26829028789426
FBgn0039759	0.714515462386879
FBgn0032026	0.304232321561574
FBgn0038608	-0.404747571123335
FBgn0261555	0.576109546446422
FBgn0013685	0.651121715035463
FBgn0035076	0.720004956438631
FBgn0029870	-0.288873188312879
FBgn0261261	-0.355535569328605
FBgn0027929	0.420824440303475
FBgn0026319	0.404510960439808
FBgn0265003	0.282035627831946
FBgn0002891	0.319984434153545
FBgn0265706	-0.727441449594679
FBgn0033364	-0.587869550849365
FBgn0000535	-0.528978278184734
FBgn0030026	0.471209982253726
FBgn0030361	0.531463679824018
FBgn0260450	0.37974674442965
FBgn0029504	-0.361418718545159
FBgn0261285	-0.408194067205864
FBgn0039797	-0.451483487355827
FBgn0025352	-0.291305469251293
FBgn0051125	0.714078969452254
FBgn0040660	-0.31685818599089
FBgn0063494	0.338378619471088
FBgn0036857	-0.370664684699759
FBti0063710	0.662752108358159
FBgn0038651	-0.282734554709628
FBgn0022702	0.558110386433196
FBgn0063491	0.377321837976263
FBgn0039525	0.409211185277554
FBgn0283531	-0.711306559942605
FBgn0033890	-0.359943035250499
FBgn0267470	0.655335259217036
FBgn0022213	0.271643297430395
FBgn0086370	-0.301165815622716
FBgn0261983	-0.302829688810476
FBgn0025693	-0.325787855057907
FBgn0035539	0.705196668726138
FBgn0004861	-0.38961852303343
FBgn0028717	-0.282318259663989
FBgn0000147	0.415985706511721
FBgn0265011	-0.648093991410759
FBgn0028491	0.513857371963536
FBgn0016694	-0.445919405697055
FBgn0052185	0.706949306312106
FBgn0023537	-0.328795039011726
FBgn0031399	-0.324067730416995
FBgn0262782	0.314488515214537
FBgn0041627	0.356701313152564
FBgn0001942	-0.265151262779617
FBgn0027620	-0.290365811054149
FBgn0037539	-0.370498785067418
FBgn0029861	0.341246144330401
FBgn0033717	-0.28673446441947
FBgn0034564	0.404814007939696
FBgn0035148	0.311179495982598
FBgn0036746	-0.388731225908148
FBgn0053460	-0.374636627889978
FBgn0037672	0.544992075301881
FBgn0029893	-0.329275561609302
FBgn0037917	-0.344985759197805
FBgn0034914	0.286162993222799
FBgn0039006	0.329820478560572
FBgn0031771	-0.284675539489697
FBgn0000578	-0.311891398455842
FBgn0030884	0.585636597144002
FBgn0033458	0.681575660700838
