GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0027279	2946.64213921217	-1.16269191876143	0.0860494833780788	-13.5118988879093	1.33044933051544e-41	8.85362858329927e-39	chrX	22487179	22508129	+	protein_coding	l(1)G0196
FBgn0035189	207.86310008807	2.35990537060039	0.182328597403634	12.9431444337615	2.56895527444634e-38	1.58743086280252e-35	chr3L	1203315	1204795	-	protein_coding	CG9119
FBgn0001226	1188.39103759586	1.55764685857631	0.123521824619327	12.6102967097249	1.85294109158562e-36	1.06865289222048e-33	chr3L	9384062	9385694	+	protein_coding	Hsp27
FBgn0040091	1090.94411316351	-1.46340061438288	0.116293333838783	-12.58370162826	2.59575596919251e-36	1.40349280559277e-33	chr2R	22641785	22643917	-	protein_coding	Ugt317A1
FBgn0040099	858.740248668437	-1.63623036756848	0.130118861160738	-12.5748900118886	2.90203907827953e-36	1.47679647448213e-33	chr2L	7857076	7860120	+	protein_coding	lectin-28C
FBgn0023479	3098.55704032873	-1.43344793545773	0.115450180962277	-12.4161601437949	2.13568392299257e-35	1.0264334232116e-32	chr3L	9074642	9092131	+	protein_coding	teq
FBgn0264753	114.967338028304	-2.43091707618238	0.196412549681076	-12.3765873419472	3.49907346803788e-35	1.59318339852609e-32	chr2R	19311147	19356525	-	protein_coding	Rgk1
FBgn0011260	196.142303063605	1.93650452759777	0.15711239226372	12.325600162381	6.59506322001148e-35	2.85269459581597e-32	chr2R	16500177	16533459	+	protein_coding	Sema2a
FBgn0039419	1812.12278905736	-1.11684352842713	0.091208486663862	-12.2449518600514	1.78783134186754e-34	7.36501378023625e-32	chr3R	26230247	26234700	+	protein_coding	CG12290
FBgn0262733	371.009528424049	1.82613315137762	0.153884797187386	11.8668847394583	1.75896212138811e-32	6.91671877824026e-30	chr3L	4592446	4626196	-	protein_coding	Src64B
FBgn0261552	6035.53705762537	-1.61734618601692	0.137034410363365	-11.8024821774933	3.78965375284256e-32	1.42540411373222e-29	chr3R	9417939	9455500	+	protein_coding	ps
FBgn0033913	5118.11723962841	-1.12623017296789	0.096902709288739	-11.6222774495612	3.17556427655914e-31	1.14465860652138e-28	chr2R	14219897	14230620	+	protein_coding	CG8468
FBgn0037754	218.39337298169	-1.96113655451961	0.170096247066741	-11.5295698073228	9.36102999842802e-31	3.23929082065603e-28	chr3R	9784652	9789323	+	protein_coding	CG8500
FBgn0085359	68.0989508465214	-2.60560460465252	0.226819622921017	-11.4875625446209	1.52350033830826e-30	5.06915439488645e-28	chrX	19068274	19068973	-	protein_coding	CG34330
FBgn0024288	58.8431949734756	-2.55128405046744	0.224463183985294	-11.3661581608617	6.16414359497566e-30	1.97503726815313e-27	chr3R	31065252	31083407	+	protein_coding	Sox100B
FBgn0031150	803.838218739031	1.18389374390488	0.105149796828539	11.2591158481778	2.08843460566197e-29	6.45251706199347e-27	chrX	21053962	21082391	+	protein_coding	bves
FBgn0052407	192.857775362934	-1.80911695721535	0.160806335674976	-11.2502840738313	2.30847366343162e-29	6.88641574563686e-27	chr3L	5922054	5923567	+	protein_coding	CG32407
FBgn0051092	155.651206370697	1.88852456873519	0.168968370824864	11.1767933816007	5.29694756732987e-29	1.52746311349902e-26	chr3R	25698726	25740465	-	protein_coding	LpR2
FBgn0034010	525.879538634805	-1.33216262578543	0.12271823268445	-10.8554580411117	1.87862555973435e-27	5.07874678664434e-25	chr2R	15325502	15326386	-	protein_coding	CG8157
FBgn0283658	1334.55251816393	-1.08366060779298	0.0999864941740578	-10.8380698487791	2.27214190765501e-27	5.95645443731015e-25	chr2L	7426865	7430329	+	protein_coding	muc
FBgn0035147	19507.7643398384	-1.11827059735445	0.105190841341087	-10.6308741625937	2.14096198763885e-26	5.44748886913639e-24	chr3L	648554	651311	+	protein_coding	Gale
FBgn0264437	133.415495049894	2.09110023656214	0.19683888638081	10.6234102163972	2.31930158487556e-26	5.73265086021671e-24	chr2L	8590369	8594489	-	ncRNA	lncRNA:CR43855
FBgn0261673	64.1286595544736	2.24691013733625	0.213566482399944	10.5208931293277	6.92143441766116e-26	1.66325914297741e-23	chr2R	12659496	12670219	-	protein_coding	nemy
FBgn0003748	1082.06931717803	1.03747160376959	0.0990577462208058	10.4734020644585	1.14454162853622e-25	2.67606206174779e-23	chr2R	21074017	21088945	+	protein_coding	Treh
FBgn0001224	583.230032924849	1.34216708732554	0.128414941386108	10.4517984654918	1.43772612243522e-25	3.27309702241766e-23	chr3L	9381881	9382765	+	protein_coding	Hsp23
FBgn0040827	213.809415969489	-1.6596329747715	0.159894461244	-10.3795526240205	3.0721141227805e-25	6.81457930158311e-23	chr3L	9096876	9097494	+	protein_coding	CG13315
FBgn0261596	16579.9400664631	-1.04359181625669	0.10150004288922	-10.2816884264344	8.52213918936919e-25	1.7981713689569e-22	chr2R	22640525	22641419	-	protein_coding	RpS24
FBgn0283437	5777.06499152111	1.36812627418934	0.133482935697071	10.2494469951889	1.19022535972846e-24	2.45158085405021e-22	chr2R	17887219	17889973	-	protein_coding	PPO1
FBgn0037290	69.6307607595817	2.12228559246402	0.211628008332498	10.0283776669561	1.14380450668215e-23	2.30117506681564e-21	chr3R	4965444	4968485	+	protein_coding	CG1124
FBgn0016715	138.411376147527	-1.83162439606331	0.182685835407893	-10.0260887330085	1.17062244161687e-23	2.30160335055172e-21	chr3L	605164	606569	-	protein_coding	Reg-2
FBgn0039109	456.001011959663	-1.24225032558587	0.124355835062253	-9.98948159500516	1.69465674101649e-23	3.25788343700747e-21	chr3R	23723330	23731499	+	protein_coding	CG10365
FBgn0063649	584.060230873279	-1.14429138724041	0.11949236887683	-9.57627167321392	1.00611418066136e-21	1.89215082106552e-19	chr3R	16154981	16171766	+	protein_coding	CG6006
FBgn0038149	1018.14231283321	1.00594332464647	0.105242768978101	9.55831297878331	1.19691785567474e-21	2.15719507696711e-19	chr3R	13398525	13401862	-	protein_coding	GILT1
FBgn0032405	78.4903385256246	1.87424079585378	0.199346046242969	9.40194616937321	5.35630166744931e-21	9.45660525002121e-19	chr2L	12063456	12066775	-	protein_coding	firl
FBgn0053307	1010.98028776145	-1.29014735261477	0.137625839500948	-9.37431050225046	6.96293671489483e-21	1.2047273104111e-18	chr2L	13839261	13841520	-	protein_coding	CG33307
FBgn0260011	88.6331651653228	1.81572338655771	0.19438514633074	9.34085459116467	9.5559662668753e-21	1.62095419950467e-18	chr2L	14047581	14048863	+	protein_coding	NimC4
FBgn0001137	453.066330601041	-1.25241339332318	0.134178700870205	-9.33392099640817	1.02025102526535e-20	1.6973445422251e-18	chr2L	8431085	8433598	-	protein_coding	grk
FBgn0259715	786.375853648377	-1.54827053411792	0.166417354385048	-9.30354012560257	1.35845625808206e-20	2.21735945069206e-18	chr2L	6395852	6397249	-	protein_coding	CG42369
FBgn0261584	177.84495299026	-1.70334123394732	0.18544671456476	-9.18507096739364	4.11256047203549e-20	6.468683753378e-18	chr2R	22941876	22945147	+	protein_coding	CG42694
FBgn0001225	408.564940985345	1.20992591299015	0.13193398070612	9.17069208792564	4.69991769101591e-20	7.26053356160333e-18	chr3L	9376417	9377427	-	protein_coding	Hsp26
FBgn0031322	393.266829304385	-1.30853970934265	0.142853579350164	-9.16000645762714	5.1894211865617e-20	7.87608468156934e-18	chr2L	1185756	1196807	+	protein_coding	CG5001
FBgn0024315	91.0209207850807	-1.78552526201586	0.19503890031038	-9.15471354265443	5.45022156110305e-20	8.12928736639698e-18	chr2R	16655322	16667675	-	protein_coding	Picot
FBgn0033367	15104.0088463228	1.25379694398806	0.141213855523226	8.87871051563946	6.76398863453992e-19	9.43794607700078e-17	chr2R	9042260	9044709	-	protein_coding	PPO2
FBgn0002868	111.797258434109	-1.6608388978319	0.188200243822216	-8.82484987320639	1.0960674485217e-18	1.50509198367639e-16	chr3R	9783406	9784370	-	protein_coding	MtnA
FBgn0000406	263.086148623517	-1.64818798402403	0.188242582543325	-8.75565964807508	2.02913182768031e-18	2.74281553769725e-16	chr2L	16788773	16790721	-	protein_coding	Cyt-b5-r
FBgn0039257	568.174632091314	-1.01807431058019	0.117380278175267	-8.67329952191837	4.19775873149498e-18	5.58689396710201e-16	chr3R	24984383	25022867	+	protein_coding	tnc
FBgn0036985	1903.93933139776	-1.20371907956635	0.139218419936944	-8.64626304559089	5.32133704003893e-18	6.97498283839043e-16	chr3L	20413603	20424309	+	protein_coding	zye
FBgn0265276	151.2594530435	1.53518830951089	0.177874851011738	8.63072154820574	6.09661395237945e-18	7.75614813265216e-16	chr3R	11765037	11779128	-	protein_coding	l(3)neo38
FBgn0063498	325.89377303059	-1.22028683983068	0.145021473835783	-8.41452515654676	3.94489612927468e-17	4.67497211155551e-15	chr2R	18399485	18400375	+	protein_coding	GstE2
FBgn0032004	957.687599856007	-1.0796395008069	0.129077208495747	-8.3642922975242	6.04768222541343e-17	7.07006742325022e-15	chr2L	8216850	8218017	-	protein_coding	CG8292
FBgn0267992	391.831546479157	-1.51539741335626	0.18150069322513	-8.34926515391648	6.86889777007826e-17	7.92304461452626e-15	chr2L	500872	502236	-	ncRNA	lncRNA:CR46259
FBgn0033635	2555.50758920745	1.0774590753735	0.129092456130933	8.34641393979432	7.0366873770853e-17	8.00978717094275e-15	chr2R	11436242	11442216	+	protein_coding	Prip
FBgn0031327	754.77772544817	1.10542569831548	0.132806414502075	8.32358664647339	8.53408409980186e-17	9.58809890225791e-15	chr2L	1240035	1243018	+	protein_coding	CG5397
FBgn0051642	105.814150926438	1.55653951094654	0.188558004687939	8.25496384267849	1.51948233680901e-16	1.68526175586342e-14	chr2L	6118511	6120522	+	protein_coding	CG31642
FBgn0030041	83.4773128346127	-1.80878654057677	0.219761580453519	-8.23067679456982	1.86158629823638e-16	2.03855481848645e-14	chrX	8467442	8469012	-	protein_coding	CG12116
FBgn0039479	172.821357539012	1.29482305466402	0.158363452154003	8.17627449422387	2.92754649514882e-16	3.12669194191759e-14	chr3R	27075869	27082818	+	protein_coding	CG14257
FBgn0263232	301.536196788606	1.16270197857964	0.143178489628868	8.12064704407391	4.6370477267408e-16	4.83314456434152e-14	chr3L	13965202	13973067	+	protein_coding	Nxf3
FBgn0037153	131.082272175729	1.43566774180914	0.177593100559328	8.08402881242296	6.26615180988084e-16	6.45339039372371e-14	chr3L	22136089	22247702	+	protein_coding	olf413
FBgn0034885	161.413779412121	1.3389394128774	0.169481084675832	7.90022919335455	2.78391052295244e-15	2.76823102690363e-13	chr2R	23607591	23614710	-	protein_coding	Eglp4
FBgn0034389	114.90357820749	-1.53727223152501	0.196525064255997	-7.82227059609316	5.18789398045706e-15	5.04274953089146e-13	chr2R	18761757	18774824	+	protein_coding	Mctp
FBgn0000116	643.215027620601	1.06963558502212	0.138180260275608	7.7408711120436	9.87379535322103e-15	9.49091151119057e-13	chr3L	9048780	9066027	-	protein_coding	Argk
FBgn0023549	188.177773216398	-1.27281783821601	0.175005065320229	-7.27303427410499	3.51501090907983e-13	3.0715514519646e-11	chrX	2189187	2205373	+	protein_coding	Mct1
FBgn0261284	51.4229233597556	1.55016451806477	0.217832232143144	7.11632297393949	1.1084438366458e-12	8.87884039891002e-11	chrX	6986485	6987188	+	protein_coding	bou
FBgn0052625	150.210306514425	1.28952134374404	0.181678116373346	7.0978352785984	1.26726094763153e-12	9.96643132541848e-11	chrX	13756163	13756826	-	protein_coding	CG32625
FBgn0038528	155.784873264201	1.19951651966724	0.169264901308374	7.08662286389728	1.37424213642934e-12	1.07104222722975e-10	chr3R	17619099	17619688	+	protein_coding	CG14326
FBgn0050463	43.1612480103141	1.58309828244407	0.224799745943386	7.04226010487913	1.8914631095633e-12	1.42287368355062e-10	chr2R	16673234	16732916	-	protein_coding	Pgant9
FBgn0000567	253.932072621603	-1.08652036164453	0.155096531986482	-7.00544588411059	2.46200483911789e-12	1.78981545068982e-10	chr3L	17558671	17619325	-	protein_coding	Eip74EF
FBgn0034438	73.6477679784184	1.40492230970797	0.200910388990097	6.99278079530883	2.69490409690869e-12	1.94280127852976e-10	chr2R	19367247	19373702	-	protein_coding	CG9416
FBgn0038198	62.108502781896	1.52384613926307	0.218684451579756	6.96824181259779	3.20926279550893e-12	2.29449028462378e-10	chr3R	14089516	14092425	+	protein_coding	Npc2b
FBgn0043364	1143.9544715076	-1.00806960830194	0.146669315478376	-6.87307774645315	6.28312992642258e-12	4.3139172217049e-10	chr2L	476445	479688	-	protein_coding	cbt
FBgn0037646	40.5200264626335	-1.55336139502994	0.229798319964682	-6.75967254794848	1.38303960349095e-11	9.06414818924258e-10	chr3R	8980859	8982793	+	protein_coding	CAHbeta
FBgn0034718	488.368539791061	1.1424095217755	0.169038044431559	6.75829826130087	1.3962188206535e-11	9.08172106576947e-10	chr2R	22298213	22311937	-	protein_coding	wdp
FBgn0031703	88.7187395957919	-1.38801391833514	0.205893685340478	-6.7414108210256	1.56855999964423e-11	9.96730069855194e-10	chr2L	5339131	5342234	-	protein_coding	CG12512
FBgn0033065	29.7436358354011	1.55531041332829	0.233145784165132	6.67097807021334	2.54104194337727e-11	1.53724152812285e-09	chr2R	6173683	6176195	+	protein_coding	Cyp6w1
FBgn0024984	117.679403305754	1.16848678235067	0.176703520220563	6.61269668477545	3.77381200596432e-11	2.22090120160526e-09	chrX	2187819	2188919	+	protein_coding	CG3457
FBgn0031547	266.309775541423	-1.1744463614389	0.181232159474612	-6.48034192630928	9.15149874352013e-11	4.94810097688704e-09	chr2L	3522520	3524056	-	protein_coding	Sr-CIV
FBgn0267635	176.565094178472	1.04538476710954	0.164594201724365	6.35128550190471	2.13522995022759e-10	1.09301031357508e-08	chr3L	20404269	20407558	+	ncRNA	lncRNA:CR45973
FBgn0033775	46.2344311814749	1.38551806520361	0.218762127097352	6.33344575492738	2.39745621453278e-10	1.21288852116509e-08	chr2R	12840812	12842558	-	protein_coding	Cyp9h1
FBgn0033724	152.113964994451	1.14790616375515	0.184495546652511	6.22186380420978	4.91283425015301e-10	2.33521588450954e-08	chr2R	12383044	12384520	+	protein_coding	CG8501
FBgn0035344	76.8633213284638	-1.23392590459126	0.199417454130655	-6.18765247992188	6.10667681972248e-10	2.84026135308705e-08	chr3L	2476258	2478448	-	protein_coding	Cyp4d20
FBgn0267252	106.908419399831	-1.13170550005538	0.183541014695705	-6.16595425241408	7.00593389757943e-10	3.22384756106169e-08	chr2L	9256562	9302494	+	protein_coding	Ggamma30A
FBgn0032638	127.181816828965	-1.15001461035762	0.187385229795915	-6.13716786328427	8.40056079032356e-10	3.76545344026368e-08	chr2L	17454262	17455923	-	protein_coding	SPH93
FBgn0031258	144.272042695933	-1.08185091442966	0.178535372330772	-6.05958864232975	1.36470104663201e-09	5.93267776603693e-08	chr2L	458875	472200	-	protein_coding	CG4297
FBgn0033782	157.571372881534	-1.0918341984952	0.181459603434197	-6.01695461596851	1.77728882762598e-09	7.61154735039225e-08	chr2R	12924566	12930644	+	protein_coding	sug
FBgn0039640	72.4661209150608	-1.24106483203431	0.208144703049262	-5.96250980136923	2.48392747042139e-09	1.03309887243343e-07	chr3R	29138661	29145787	+	protein_coding	CG14516
FBgn0035727	67.8155455971664	1.20862678117005	0.203307310754635	5.94482695523282	2.76749056744532e-09	1.12931891032875e-07	chr3L	6971578	6972467	-	protein_coding	CG10063
FBgn0030598	37.7032368701724	1.33787785376823	0.226792870794059	5.8991177680497	3.65450331501992e-09	1.45869384599868e-07	chrX	14919251	14923493	-	protein_coding	CG9503
FBgn0263041	109.590839178953	-1.20135517734177	0.207593733408129	-5.78704933727412	7.1633544398256e-09	2.74204333004121e-07	chr3R	15637167	15638181	+	protein_coding	CG43336
FBgn0020248	35.9047135379435	1.26566552185275	0.225997956766134	5.60034055158505	2.13931106214789e-08	7.55395101985364e-07	chr3L	1475437	1489547	-	protein_coding	stet
FBgn0013680	77.348280515649	1.27422365711678	0.229629769706016	5.54903512183158	2.87250474376422e-08	1.00201768299614e-06	chrM	239	1263	+	protein_coding	mt:ND2
FBgn0000079	158.98640027863	-1.00042945394393	0.181643484747747	-5.50765393723453	3.63647380561911e-08	1.25836539569644e-06	chr2R	17118635	17120303	-	protein_coding	Amy-p
FBgn0013688	23.9087109850574	1.24428187016668	0.229178236816415	5.42931950019067	5.65693330907928e-08	1.92669803373405e-06	chrM	14130	14916	-	rRNA	mt:srRNA
FBgn0034391	66.0378425327785	1.11602046778187	0.207833070613347	5.36979251900732	7.88272794634682e-08	2.61277699095197e-06	chr2R	18783298	18794594	+	protein_coding	CG15080
FBgn0003447	37.2978097085874	1.21754223470112	0.227595540009352	5.34958740690213	8.81549767782775e-08	2.91079658056824e-06	chrX	7964023	7986601	+	protein_coding	sn
FBgn0039593	42.7449357068055	1.18707602921844	0.224799413125469	5.28060110439828	1.2876074728859e-07	4.1719446621483e-06	chr3R	28670703	28672021	+	protein_coding	Sid
FBgn0031548	53.8024794609611	-1.16786901634751	0.222731369013254	-5.24339710890934	1.57646736711832e-07	5.05111821960761e-06	chr2L	3525130	3527588	+	protein_coding	CG8852
FBgn0025836	86.1832446436104	-1.03220513861026	0.202217412499686	-5.10443253056588	3.31788619794846e-07	1.00010569681018e-05	chrX	127448	140340	+	protein_coding	RhoGAP1A
FBgn0039485	60.1810752444052	1.05307234453485	0.207381800529835	5.07794002098727	3.81549096276451e-07	1.13428908312288e-05	chr3R	27101229	27102917	+	protein_coding	CG17189
FBgn0265512	67.4374958700712	-1.15486138565687	0.229555536108004	-5.03085835017073	4.88288814418477e-07	1.41277141589774e-05	chr2R	10155915	10158931	-	protein_coding	mlt
FBgn0037223	24.4741471885672	-1.08488785980119	0.234310590144391	-4.63012729869634	3.65440996859383e-06	9.40901804711466e-05	chr3R	4243605	4245511	+	pseudogene	TwdlU
FBgn0037678	34.3091898550503	1.01398504397337	0.231518250648954	4.37971970300888	1.18832060446876e-05	0.0002719619457476	chr3R	9330884	9331885	-	protein_coding	CG16749
