	GSM461182_untreat_single_featureCounts.counts	GSM461178_untreat_paired_featureCounts.counts	GSM461176_untreat_single_featureCounts.counts	GSM461177_untreat_paired_featureCounts.counts	GSM461181_treat_paired_featureCounts.counts	GSM461179_treat_single_featureCounts.counts	GSM461180_treat_paired_featureCounts.counts
FBgn0051092	62.5002501657645	51.6666942049908	60.1155107441791	60.6669188013629	299.270566185275	247.53202429503	307.806480198278
FBgn0037646	56.6668934836265	66.8627807358705	80.1540143255721	51.3335466780763	12.3156611598878	7.34205156807292	8.96523728732847
FBgn0000071	69.1669435167794	118.529474940861	92.1771164744079	110.444903458891	720.466177853439	510.272583981068	633.543434971212
FBgn0038832	605.835758273477	414.853162293015	419.305687440649	384.223819075298	77.5886653072934	65.0295996029316	64.2508672258541
FBgn0263041	221.667553921245	173.235386452028	108.708881929057	118.22271356163	45.567946291585	51.9187932313728	47.8145988657519
FBgn0039485	35.833476761705	37.9902163271991	37.0712316255771	28.0001163698598	83.7464958872373	97.019967149535	101.606022589723
FBgn0023479	3509.18071264046	4171.32575272646	4842.80535303316	4686.90836791042	1391.66971106733	1505.64500370981	1582.36438121348
FBgn0052407	324.167964193098	270.490340249658	307.090067384848	255.112171369834	61.5783057994392	80.7625672488022	50.8030112948613
FBgn0035189	31.6667934173207	45.588259592639	61.1174359232487	73.111414965745	405.18525216031	339.307668895942	499.064875661285
FBgn0035727	35.0001400928281	31.9117817148473	37.5721942151119	35.7779264725986	114.535648786957	94.3978058752233	125.513322022599
FBgn0263232	234.167603954398	151.960865308797	195.876372508117	182.000756404089	354.69104140477	582.644235152073	409.412502788
FBgn0035344	100.000400265223	104.85299706307	105.703106391848	119.778275582178	34.483851247686	29.892638527154	43.3319802220876
FBgn0037153	57.5002301525033	57.7451288173427	77.1482387883631	73.111414965745	192.12431409425	252.251914588791	207.69466382311
FBgn0036985	1949.17446850297	2408.57971514442	3357.95223765194	2565.12177188327	998.800120066904	988.554800415533	1059.39220611931
FBgn0040827	305.001220808931	275.049166208922	371.714241434841	304.890156027362	81.2833636552597	95.9711026398104	62.7566610112993
FBgn0001225	238.334287298782	287.206035433625	210.404287604627	241.112113184904	737.708103477282	547.507274076295	597.682485821898
FBgn0000567	303.334547471177	303.921730617593	344.66226159996	401.335001301324	124.388177714867	159.427405478155	140.455384168146
FBgn0001224	311.667914159946	402.696293068311	311.097768101127	292.44565986298	1049.29433082244	853.251278661046	862.156985798088
FBgn0000116	405.834957743031	382.941380578167	347.167074547634	455.779672020495	1066.53625644629	651.869292793903	1192.37655921469
FBgn0001226	469.168544577672	764.363152503247	599.652219673186	577.113509623221	2133.07251289257	1862.78336927107	1912.58395463007
FBgn0020248	15.0000600397835	13.6764778777917	15.5298402755796	17.1111822260254	68.9677024953719	59.7852770543081	61.2624547967446
FBgn0016715	179.167383808525	221.862863350843	244.469743692995	192.889690547923	40.6416818276299	43.5278771535752	46.3203926511971
FBgn0029167	5504.18869793166	5382.45384923757	5290.16494548776	5853.57988332124	1121.95673166578	1200.42543137992	1293.98258180441
FBgn0035147	25754.2697516393	29574.623606398	20038.503581393	26008.9969835586	13254.1145402713	9052.74958343391	12871.0923321746
FBgn0264475	1236.67161661326	977.108363935562	962.3491344964	869.559169486201	178.577086818374	181.453560182374	150.914827670029
FBgn0267635	140.000560371312	107.892214369246	116.724283361614	98.0004072945093	195.819012442217	351.894043012638	225.625138397767
FBgn0262733	124.167163662652	136.764778777917	191.367709202303	177.334070342445	578.836074514729	762.524498569859	626.072403898438
FBgn0283437	2118.34181228498	3662.256853942	3464.65726922285	3531.12578664343	8561.84763835403	8655.22993424825	10445.9956459522
FBgn0033775	23.3334267285521	21.2745211432315	19.0365784023234	15.5556202054777	77.5886653072934	89.1534833265998	77.6987231568468
FBgn0034736	315.001260835453	352.549207516408	368.207503308097	421.557307568445	33.2522851316972	26.7460449979799	38.8493615784234
FBgn0265512	39.1668234372124	107.892214369246	130.751235868589	119.778275582178	22.1681900877981	29.892638527154	22.4130932183212
FBgn0034389	132.500530351421	148.921648002621	199.383110634861	199.111938630114	44.3363801755962	47.1989029376116	32.8725367202044
FBgn0003748	800.836538790662	686.86311119576	764.969874219679	687.558413082113	1511.13162431824	1560.1859582155	1562.93970042426
FBgn0264753	163.333987099864	208.186385473051	171.830168210445	203.778624691757	22.1681900877981	22.0261547042188	13.4478559309927
FBgn0034718	151.667273735588	364.706076741112	319.614132123219	323.556900273935	796.823277044743	691.201711908579	771.010406710249
FBgn0033913	7270.02909928172	6257.74843341624	6535.55794307133	6804.02827787593	3141.72516188739	2670.93347401396	3146.79828785229
FBgn0261584	390.00156103437	221.862863350843	235.452417081368	220.889806917783	48.0310785235626	62.9318705834822	65.7450734404088
FBgn0011260	75.0003001989174	75.9804326543983	83.159789862781	76.2225390068405	312.817793461151	410.630455557221	339.184810703927
FBgn0034010	646.669255048443	799.31415152427	730.904418131311	707.780719349234	266.018281053577	277.949095077046	252.520850259752
FBgn0040091	1652.50661438281	1705.0009087647	1352.09802915449	1378.22795020532	504.942107555401	502.930532412995	540.902649668818
FBgn0035085	1010.00404267875	1095.63783887642	854.642177746412	1043.78211578755	185.966483514306	144.218870087147	176.31633331746
FBgn0034391	25.8334367351827	33.4313903679352	41.0789323418557	45.1112985958852	108.377818207013	103.837586462746	104.594435018832
FBgn0050463	13.3333867020298	13.6764778777917	17.0327280441841	14.0000581849299	56.6520413354841	102.264289698159	85.1697542296205
FBgn0033635	1093.33770956644	2042.35402975023	1364.62209389286	2098.45316571894	3785.83424054952	3666.83032599756	3837.12155897659
FBgn0261596	18851.7421233323	24044.7677178109	22868.4412496753	19811.6378936963	10866.107841369	9114.10815725281	10502.7754821053
FBgn0034885	87.5003502320703	79.0196499605742	64.6241740499925	110.444903458891	295.575867837308	220.78597929705	271.945531048964
FBgn0033367	5362.52146422259	9537.06390678007	9663.06738953725	9782.9295472249	24319.7360924305	17828.5989363005	29234.1445877636
FBgn0034438	32.5001300861975	37.9902163271991	37.0712316255771	32.6668024315031	104.683119859047	142.121141067697	128.501734451708
FBgn0000079	148.333927060081	261.37268833113	110.211769697662	286.223411780789	141.63010333871	35.1369610757776	129.995940666263
FBgn0261673	12.5000500331529	10.6372605716158	12.5240647383706	20.222306267121	125.619743830856	137.401250773936	129.995940666263
FBgn0063498	519.168744710284	420.931596905366	408.785473060418	429.335117671183	172.41925623843	196.13766331852	134.478559309927
FBgn0024315	141.667233709066	133.725561471741	135.259899174403	143.111705890394	30.7891528997196	25.6971804882552	26.8957118619854
FBgn0033724	99.1670635963463	117.009866287773	61.6183985127835	73.111414965745	275.870809981488	212.395063219252	225.625138397767
FBgn0033782	146.667253722327	229.460906616283	232.947604133694	236.44542712326	108.377818207013	72.8960834258669	76.204516942292
FBgn0033065	2.50001000663058	10.6372605716158	8.51636402209203	7.77781010273883	55.4204752194953	56.1142512702716	67.2392796549636
FBgn0025111	387.50155102774	420.931596905366	363.197877412749	457.335234041043	3289.51309580604	2456.96511403012	3181.16503078705
FBgn0024984	68.3336068479025	69.9019980420464	62.1193611023184	66.8891668835539	204.439975254138	147.365463616321	204.706251394
FBgn0003360	8378.36686888795	6722.74868126116	7270.97102450846	6054.24738397191	773.423520840956	744.169369649677	805.377149645008
FBgn0030598	18.3334067152909	13.6764778777917	18.0346532232537	9.3333721232866	59.1151735674616	69.2250576418304	76.204516942292
FBgn0085359	145.83391705345	121.568692247037	127.745460331381	71.5558529451972	1.23156611598878	5.76875480348587	2.98841242910949
FBgn0003447	12.5000500331529	22.7941297963195	19.0365784023234	10.8889341438344	64.0414380314168	66.0784641126563	65.7450734404088
FBgn0031150	559.168904816373	446.764944007862	590.133930472025	474.446416267069	1107.17793827392	1430.12675900963	1019.04863832634
FBgn0261284	21.6667533907984	21.2745211432315	16.0308028651144	17.1111822260254	113.304082670968	83.9091607779763	86.6639604441752
FBgn0025836	162.500650430988	103.333388409982	112.716582645336	91.7781592123182	40.6416818276299	43.0034448987128	49.3088050803066
FBgn0029896	643.335908372936	679.26506793032	814.064207994092	794.892192499909	133.009140526789	149.46319263577	127.007528237153
FBgn0027279	3769.18175333004	3744.31572120875	4041.26520977744	4013.35001301324	1660.15112435288	1702.30709928319	1695.92405351964
FBgn0030041	72.5002901922868	165.637343186588	144.27722578603	146.22282993149	19.7050578558205	22.5505869590811	13.4478559309927
FBgn0023549	159.16730375548	302.402121964505	266.512097632527	309.556842089005	103.451553743058	76.042676955041	100.111816375168
FBgn0052625	71.6669535234099	106.372605716158	87.6684531685945	63.7780428424584	217.987202530015	296.304223997229	207.69466382311
FBgn0040099	1177.504713123	1167.05944557156	1498.37910529866	1123.11577883549	290.649603373353	473.562326140704	280.910768336292
FBgn0032004	1605.83976092571	1236.9614436136	1103.62058474522	1112.22684469165	559.131016658908	579.497641622899	506.535906734059
FBgn0000406	200.834137199323	551.617941070931	398.766221269721	407.557249383515	115.767214902946	83.3847285231139	83.6755480150657
FBgn0032405	24.1667633974289	28.8725644086713	24.5471668872065	29.5556783904076	156.408896730576	148.414328126046	137.466971739037
FBgn0267992	385.001541021109	475.637508416533	684.815859894107	732.669711677998	141.63010333871	194.564366553932	128.501734451708
FBgn0031548	108.333766953992	72.9412153482223	63.121286281388	68.4447289041017	24.6313223197757	25.6971804882552	13.4478559309927
FBgn0259715	535.002141418944	1490.73608867929	1127.16582645336	1342.45002373272	350.996343056803	244.385430765856	413.895121431665
FBgn0053307	1225.00490324898	1414.7556560249	1797.95473384049	1130.89358893823	458.142595147828	637.70962191262	412.40091521711
FBgn0031327	339.168024232882	574.412070867251	473.910609699945	530.446649006788	1102.25167380996	1120.18729638598	1143.06775413438
FBgn0031547	515.002061365899	401.176684415223	274.527499065084	278.44560167805	120.693479366901	156.280811948981	118.042290949825
FBgn0031258	180.834057146279	164.1177345335	231.945678954624	205.334186712305	62.809871915428	99.1176961689845	65.7450734404088
FBgn0264437	65.0002601723951	28.8725644086713	47.0904834162736	23.3334303082165	118.230347134923	503.454964667858	147.92641524092
FBgn0051642	43.3335067815967	39.5098249802871	40.5779697523209	65.3336048630062	173.650822354419	173.587076359438	204.706251394
FBgn0001137	730.002921936129	615.441504500626	554.064624025517	566.224575479387	247.544789313746	237.043379197783	221.142519754102
FBgn0043364	1246.67165663978	1303.82422434947	2213.25272056486	1267.78304674643	601.004264602527	841.713769054074	533.431618596044
FBgn0267252	155.833957079973	126.127518206301	172.832093389515	132.22277174656	56.6520413354841	61.3585738188951	43.3319802220876
FBgn0031703	84.1670035565628	155.000082614972	138.766637301147	140.000581849299	34.483851247686	37.234690095227	31.3783305056497
FBgn0032638	240.834297305412	155.000082614972	154.797440166261	152.445078013681	50.4942107555402	73.9449479355916	62.7566610112993
FBgn0260011	27.5001100729364	44.068650939551	25.0481294767413	29.5556783904076	177.345520702385	131.63249597045	185.281570604788
FBgn0031322	475.835237928687	626.078765072242	502.966439892965	535.113335068432	268.481413285555	153.134218419807	191.258395463007
FBgn0283658	1738.34029127713	1791.61860199071	1508.39835708936	1879.1189208217	873.180376236048	698.01933122179	853.19174851076
FBgn0013688	8.3333666887686	1.51960865308797	7.51443884302238	1.55556202054777	3.69469834796635	144.743302342009	0
FBgn0013680	62.5002501657645	4.5588259592639	45.0866330581343	4.6666860616433	6.15783057994392	408.00829428291	10.4594435018832
